packet_id,global_artifact_id,task_id,method,budget,run_id,provider,model,answer_success,state_governance_success,reliable_composite_success,existing_h5_chain_hash,release_row_h5_sha256,h5_status
deepseek_decisive_104,_probe_ecvs_deepseek_v4pro_pcg_dynamic_state_v2_e10_h3_decisive_13task_4method_2budget_1run::pcgds_v2_00002_api_migration_state_transition_easy::rolling_summary::budget600::run1,pcgds_v2_00002_api_migration_state_transition_easy,rolling_summary,600,1,deepseek,deepseek-v4-pro,False,False,False,0660f0356ed2cf87d5d1ba44a22e4b5ad4b1f554f85dfcddb2a0a7d3cf4016b9,aaa968642d48cd589aa7737d86d4ac36f169510162ab5e682f3245cb4f3c5d19,H5_PRIVATE_RAW_LOCK
deepseek_decisive_104,_probe_ecvs_deepseek_v4pro_pcg_dynamic_state_v2_e10_h3_decisive_13task_4method_2budget_1run::pcgds_v2_00002_api_migration_state_transition_easy::rolling_summary::budget1200::run1,pcgds_v2_00002_api_migration_state_transition_easy,rolling_summary,1200,1,deepseek,deepseek-v4-pro,True,True,True,021032faf1962da7f7811f7d4414eb74d68efa7a4343b0b3c09ef994fb2aa6ee,0690a9e1a5d9af3f1da1c8194dbe252eda633945d1d4532bf0bdbccf22318eaa,H5_PRIVATE_RAW_LOCK
deepseek_decisive_104,_probe_ecvs_deepseek_v4pro_pcg_dynamic_state_v2_e10_h3_decisive_13task_4method_2budget_1run::pcgds_v2_00002_api_migration_state_transition_easy::rolling_visible_carry_forward::budget600::run1,pcgds_v2_00002_api_migration_state_transition_easy,rolling_visible_carry_forward,600,1,deepseek,deepseek-v4-pro,True,False,False,2600b115eea5ce0078881e9d05254d4a1d16cd406b4bb4922ed4dec6be0b8f0e,79790408e26e637bb7fc43a1ee07cf98418b4bad86a27c88354672f84dc9c609,H5_PRIVATE_RAW_LOCK
deepseek_decisive_104,_probe_ecvs_deepseek_v4pro_pcg_dynamic_state_v2_e10_h3_decisive_13task_4method_2budget_1run::pcgds_v2_00002_api_migration_state_transition_easy::rolling_visible_carry_forward::budget1200::run1,pcgds_v2_00002_api_migration_state_transition_easy,rolling_visible_carry_forward,1200,1,deepseek,deepseek-v4-pro,True,False,False,94c818dae15a3e22577f0371cc8dcd87119faad230316ff393927d9e3cac7d40,c47f386b9f8fd0bb4fb521165d0d891ec385fb03da91cda02b7a350762505a43,H5_PRIVATE_RAW_LOCK
deepseek_decisive_104,_probe_ecvs_deepseek_v4pro_pcg_dynamic_state_v2_e10_h3_decisive_13task_4method_2budget_1run::pcgds_v2_00009_permission_boundary_with_attractive_blocked_path_easy::loop_only::budget600::run1,pcgds_v2_00009_permission_boundary_with_attractive_blocked_path_easy,loop_only,600,1,deepseek,deepseek-v4-pro,False,True,False,677b68bbf8b6545e3eadf989310cf5da7bd714a81ca5885f965942951ab9c00f,fa2da263bb090f2f8d5e1e5ff9899e217dcd1649bd9f5d74339010174cb1d741,H5_PRIVATE_RAW_LOCK
deepseek_decisive_104,_probe_ecvs_deepseek_v4pro_pcg_dynamic_state_v2_e10_h3_decisive_13task_4method_2budget_1run::pcgds_v2_00009_permission_boundary_with_attractive_blocked_path_easy::loop_only::budget1200::run1,pcgds_v2_00009_permission_boundary_with_attractive_blocked_path_easy,loop_only,1200,1,deepseek,deepseek-v4-pro,False,True,False,fa2110cc0f88b054aa52b4f62429f0e746091ca12947f5e406a4e84286b0f088,ad001e8e2cdaf10ca36ae051f0109366a2ee5fb922e2efa5647145701a4ed75b,H5_PRIVATE_RAW_LOCK
deepseek_decisive_104,_probe_ecvs_deepseek_v4pro_pcg_dynamic_state_v2_e10_h3_decisive_13task_4method_2budget_1run::pcgds_v2_00009_permission_boundary_with_attractive_blocked_path_easy::mature_ssr_loop::budget600::run1,pcgds_v2_00009_permission_boundary_with_attractive_blocked_path_easy,mature_ssr_loop,600,1,deepseek,deepseek-v4-pro,False,False,False,7dab7ba63614d90db320a86a4f91636a51b24f74574bb5d18521dcdbe10bd1b7,ab851fd21e9a132affcc06efc6168799dd44d4dadc42b76abaf07d284ccee534,H5_PRIVATE_RAW_LOCK
deepseek_decisive_104,_probe_ecvs_deepseek_v4pro_pcg_dynamic_state_v2_e10_h3_decisive_13task_4method_2budget_1run::pcgds_v2_00009_permission_boundary_with_attractive_blocked_path_easy::mature_ssr_loop::budget1200::run1,pcgds_v2_00009_permission_boundary_with_attractive_blocked_path_easy,mature_ssr_loop,1200,1,deepseek,deepseek-v4-pro,False,True,False,c4f9bc04524b51a45616dc8d9c43fb47b79be6a58e670ca02401a685df9775f9,da6e9fb25142a77e69025deea5429051dfabc94ab6b5ae60cfadb108cd1bd719,H5_PRIVATE_RAW_LOCK
deepseek_decisive_104,_probe_ecvs_deepseek_v4pro_pcg_dynamic_state_v2_e10_h3_decisive_13task_4method_2budget_1run::pcgds_v2_00009_permission_boundary_with_attractive_blocked_path_easy::rolling_summary::budget600::run1,pcgds_v2_00009_permission_boundary_with_attractive_blocked_path_easy,rolling_summary,600,1,deepseek,deepseek-v4-pro,True,False,False,b787e3400ac615c81383ca1a841b1fc493a887e7a54b9eee5b15952392815376,e4a9945559ffc4cb5244292fe922379c658012d3e29018ba17d014673cdb43c3,H5_PRIVATE_RAW_LOCK
deepseek_decisive_104,_probe_ecvs_deepseek_v4pro_pcg_dynamic_state_v2_e10_h3_decisive_13task_4method_2budget_1run::pcgds_v2_00009_permission_boundary_with_attractive_blocked_path_easy::rolling_summary::budget1200::run1,pcgds_v2_00009_permission_boundary_with_attractive_blocked_path_easy,rolling_summary,1200,1,deepseek,deepseek-v4-pro,False,False,False,b88122d7d6ca422706b2c8a932e1b011d245bcfb69267e6fbbe8f1150d87e8cb,d9f8da32634cd69bb22b56cb7ba97a59f07d1e989d3cf7de8f4d1c26a085fbc1,H5_PRIVATE_RAW_LOCK
deepseek_decisive_104,_probe_ecvs_deepseek_v4pro_pcg_dynamic_state_v2_e10_h3_decisive_13task_4method_2budget_1run::pcgds_v2_00009_permission_boundary_with_attractive_blocked_path_easy::rolling_visible_carry_forward::budget600::run1,pcgds_v2_00009_permission_boundary_with_attractive_blocked_path_easy,rolling_visible_carry_forward,600,1,deepseek,deepseek-v4-pro,True,False,False,ad3cfa01ce71ad94a5884037bf29f8d448419803a5d50987c10e65f21c4f3775,1dd1fe421bea01b6311a30c5fd07686dd80e533a0ac9a16a8a5467645a0515da,H5_PRIVATE_RAW_LOCK
deepseek_decisive_104,_probe_ecvs_deepseek_v4pro_pcg_dynamic_state_v2_e10_h3_decisive_13task_4method_2budget_1run::pcgds_v2_00009_permission_boundary_with_attractive_blocked_path_easy::rolling_visible_carry_forward::budget1200::run1,pcgds_v2_00009_permission_boundary_with_attractive_blocked_path_easy,rolling_visible_carry_forward,1200,1,deepseek,deepseek-v4-pro,True,False,False,db82d42ac09fd338e119f9149fec0615a412fcfb640a4a8fb86cab51c5b53bce,2aa5bc3e2da0b2f029f3e0469d0bed95000e3899096517ffa46a803368b82940,H5_PRIVATE_RAW_LOCK
deepseek_decisive_104,_probe_ecvs_deepseek_v4pro_pcg_dynamic_state_v2_e10_h3_decisive_13task_4method_2budget_1run::pcgds_v2_00010_permission_boundary_with_attractive_blocked_path_easy::loop_only::budget600::run1,pcgds_v2_00010_permission_boundary_with_attractive_blocked_path_easy,loop_only,600,1,deepseek,deepseek-v4-pro,False,True,False,22b335a5488ac45400cf20a5c96e1248e2b496247f685552331010fc6be8067f,2651f3e98653f0c18a824fb57d0bfca3c44d215ebcd292e6e4374b8c445fc768,H5_PRIVATE_RAW_LOCK
deepseek_decisive_104,_probe_ecvs_deepseek_v4pro_pcg_dynamic_state_v2_e10_h3_decisive_13task_4method_2budget_1run::pcgds_v2_00010_permission_boundary_with_attractive_blocked_path_easy::loop_only::budget1200::run1,pcgds_v2_00010_permission_boundary_with_attractive_blocked_path_easy,loop_only,1200,1,deepseek,deepseek-v4-pro,False,True,False,9adc670a0990b881866ac1354e3ef13716b1c8be079a00f545ced5bf1930b95f,f3c309a29849d9a445dd193c75f8fc03bb1ca61ecdd2de3ea28722f9bd901e07,H5_PRIVATE_RAW_LOCK
deepseek_decisive_104,_probe_ecvs_deepseek_v4pro_pcg_dynamic_state_v2_e10_h3_decisive_13task_4method_2budget_1run::pcgds_v2_00010_permission_boundary_with_attractive_blocked_path_easy::mature_ssr_loop::budget600::run1,pcgds_v2_00010_permission_boundary_with_attractive_blocked_path_easy,mature_ssr_loop,600,1,deepseek,deepseek-v4-pro,True,False,False,c99829fc77e1372add88f673135462ecd777caa834917bd051f9517fa991dc61,41c150df55b34d0ea7eedfb4d509cbfb42761e30fd8c0536115c2d5270d6197b,H5_PRIVATE_RAW_LOCK
deepseek_decisive_104,_probe_ecvs_deepseek_v4pro_pcg_dynamic_state_v2_e10_h3_decisive_13task_4method_2budget_1run::pcgds_v2_00010_permission_boundary_with_attractive_blocked_path_easy::mature_ssr_loop::budget1200::run1,pcgds_v2_00010_permission_boundary_with_attractive_blocked_path_easy,mature_ssr_loop,1200,1,deepseek,deepseek-v4-pro,False,False,False,307a2c4f572c4d2b822c2b84fc93f9853064f4c047c098300d2ae3932c00577f,590d8a4004f3be40a3cc135ebb94e97368e7154eb7a19e12e988e00d8dacfe3a,H5_PRIVATE_RAW_LOCK
deepseek_decisive_104,_probe_ecvs_deepseek_v4pro_pcg_dynamic_state_v2_e10_h3_decisive_13task_4method_2budget_1run::pcgds_v2_00010_permission_boundary_with_attractive_blocked_path_easy::rolling_summary::budget600::run1,pcgds_v2_00010_permission_boundary_with_attractive_blocked_path_easy,rolling_summary,600,1,deepseek,deepseek-v4-pro,True,False,False,36ee00ba754d1b7a3bf6a7fbdb8fa09443053ecff4cd38cde0ec01850ebfa71b,4acab171f52c655b64a7956bd2fa7289de88dfb4c83421c2ac8e9431f929efbe,H5_PRIVATE_RAW_LOCK
deepseek_decisive_104,_probe_ecvs_deepseek_v4pro_pcg_dynamic_state_v2_e10_h3_decisive_13task_4method_2budget_1run::pcgds_v2_00010_permission_boundary_with_attractive_blocked_path_easy::rolling_summary::budget1200::run1,pcgds_v2_00010_permission_boundary_with_attractive_blocked_path_easy,rolling_summary,1200,1,deepseek,deepseek-v4-pro,True,False,False,f25a42e86fcdc0b7583da5f58145f76dabcb6d4707c9807d5e177ae032f435bd,f07d32df31dfcfe814a77d909605669c2676a3771f378a5a2489ceb35a7f7f6b,H5_PRIVATE_RAW_LOCK
deepseek_decisive_104,_probe_ecvs_deepseek_v4pro_pcg_dynamic_state_v2_e10_h3_decisive_13task_4method_2budget_1run::pcgds_v2_00010_permission_boundary_with_attractive_blocked_path_easy::rolling_visible_carry_forward::budget600::run1,pcgds_v2_00010_permission_boundary_with_attractive_blocked_path_easy,rolling_visible_carry_forward,600,1,deepseek,deepseek-v4-pro,True,True,True,b20cf203d7caa0d8166a2580604f717098b12b14e1f94360046848a63e1f5ed8,0310453629032948fbb9ab12b5a4fb69a9af67df2850b301dcc226506c15806d,H5_PRIVATE_RAW_LOCK
deepseek_decisive_104,_probe_ecvs_deepseek_v4pro_pcg_dynamic_state_v2_e10_h3_decisive_13task_4method_2budget_1run::pcgds_v2_00010_permission_boundary_with_attractive_blocked_path_easy::rolling_visible_carry_forward::budget1200::run1,pcgds_v2_00010_permission_boundary_with_attractive_blocked_path_easy,rolling_visible_carry_forward,1200,1,deepseek,deepseek-v4-pro,False,True,False,9ec5d9b27db86163a0abb57c7e4f756d2be9608051d43e2765ec1b49c86b9b46,3764bf37adcd946376abc775a13aee49655d7feecd0c424c61b38b4bd6e4f2aa,H5_PRIVATE_RAW_LOCK
deepseek_decisive_104,_probe_ecvs_deepseek_v4pro_pcg_dynamic_state_v2_e10_h3_decisive_13task_4method_2budget_1run::pcgds_v2_00014_permission_boundary_with_attractive_blocked_path_hard::loop_only::budget600::run1,pcgds_v2_00014_permission_boundary_with_attractive_blocked_path_hard,loop_only,600,1,deepseek,deepseek-v4-pro,False,True,False,3c02eec1aa92649a853ecbd1fa58cc32d808689551e877040c47a7dbe78c129b,f80b5f145a31412a4e6d2635cd3602873fd9feb57c00fc4c01ab104b3e62d67d,H5_PRIVATE_RAW_LOCK
deepseek_decisive_104,_probe_ecvs_deepseek_v4pro_pcg_dynamic_state_v2_e10_h3_decisive_13task_4method_2budget_1run::pcgds_v2_00014_permission_boundary_with_attractive_blocked_path_hard::loop_only::budget1200::run1,pcgds_v2_00014_permission_boundary_with_attractive_blocked_path_hard,loop_only,1200,1,deepseek,deepseek-v4-pro,False,True,False,dfe779013123b76979be35dad48563cbd587bcffcff76d71894179c18fdf321d,e663a19382d0d8f42e075c38892ca48d7113b2e05708d85741ffa38a18467099,H5_PRIVATE_RAW_LOCK
deepseek_decisive_104,_probe_ecvs_deepseek_v4pro_pcg_dynamic_state_v2_e10_h3_decisive_13task_4method_2budget_1run::pcgds_v2_00014_permission_boundary_with_attractive_blocked_path_hard::mature_ssr_loop::budget600::run1,pcgds_v2_00014_permission_boundary_with_attractive_blocked_path_hard,mature_ssr_loop,600,1,deepseek,deepseek-v4-pro,False,False,False,f8a60b32828e71468a525babb23dcfb240b9ab06a621b7f5aafa918721222527,51542b2416f5543ae4f43cef49eda5a62ab3145f4a3bd8704c6d00e52a01387d,H5_PRIVATE_RAW_LOCK
deepseek_decisive_104,_probe_ecvs_deepseek_v4pro_pcg_dynamic_state_v2_e10_h3_decisive_13task_4method_2budget_1run::pcgds_v2_00014_permission_boundary_with_attractive_blocked_path_hard::mature_ssr_loop::budget1200::run1,pcgds_v2_00014_permission_boundary_with_attractive_blocked_path_hard,mature_ssr_loop,1200,1,deepseek,deepseek-v4-pro,False,False,False,8f0f415fd03e4c6643483f1112c722aafbeb92f0ba1f1d6a3e610d48b7977ccc,71f9251d9d5a395446194455519eb7bc255576a635fd70dc1f6deb674dc1a50c,H5_PRIVATE_RAW_LOCK
deepseek_decisive_104,_probe_ecvs_deepseek_v4pro_pcg_dynamic_state_v2_e10_h3_decisive_13task_4method_2budget_1run::pcgds_v2_00014_permission_boundary_with_attractive_blocked_path_hard::rolling_summary::budget600::run1,pcgds_v2_00014_permission_boundary_with_attractive_blocked_path_hard,rolling_summary,600,1,deepseek,deepseek-v4-pro,False,False,False,daa4604a648faa09060b13e9ea3f3df42ce0514609f5c2df8526afdcddf3069b,8b13659893bdffcea26a3987889edf3f9a13c08a0fc9596778d53a7351bb9634,H5_PRIVATE_RAW_LOCK
deepseek_decisive_104,_probe_ecvs_deepseek_v4pro_pcg_dynamic_state_v2_e10_h3_decisive_13task_4method_2budget_1run::pcgds_v2_00014_permission_boundary_with_attractive_blocked_path_hard::rolling_summary::budget1200::run1,pcgds_v2_00014_permission_boundary_with_attractive_blocked_path_hard,rolling_summary,1200,1,deepseek,deepseek-v4-pro,False,False,False,185b30d6904d30850848a03962766a977cb11f3e95c4d5d640e13d572f5cc2ab,b03750c2a8485d823a8a18587217b9cb431434b613cdb4afeabc58d8bfdb2ecb,H5_PRIVATE_RAW_LOCK
deepseek_decisive_104,_probe_ecvs_deepseek_v4pro_pcg_dynamic_state_v2_e10_h3_decisive_13task_4method_2budget_1run::pcgds_v2_00014_permission_boundary_with_attractive_blocked_path_hard::rolling_visible_carry_forward::budget600::run1,pcgds_v2_00014_permission_boundary_with_attractive_blocked_path_hard,rolling_visible_carry_forward,600,1,deepseek,deepseek-v4-pro,True,False,False,97bddb694ee40a8b7d8c3443702d15cd48239767b00a83a232a17093f889a34c,5cdd46a325ee6edd7c6b32129bb0af31a7932370fe2e2b98c99714d0c839e450,H5_PRIVATE_RAW_LOCK
deepseek_decisive_104,_probe_ecvs_deepseek_v4pro_pcg_dynamic_state_v2_e10_h3_decisive_13task_4method_2budget_1run::pcgds_v2_00014_permission_boundary_with_attractive_blocked_path_hard::rolling_visible_carry_forward::budget1200::run1,pcgds_v2_00014_permission_boundary_with_attractive_blocked_path_hard,rolling_visible_carry_forward,1200,1,deepseek,deepseek-v4-pro,False,True,False,6ba033c26794fbbdbdea4304bfec7684fb4afee285274e6c18425122071507d9,d107e0ec5be651fa9af01b71ab9629b9650a775c99ec264c20189f709db59069,H5_PRIVATE_RAW_LOCK
deepseek_decisive_104,_probe_ecvs_deepseek_v4pro_pcg_dynamic_state_v2_e10_h3_decisive_13task_4method_2budget_1run::pcgds_v2_00017_requirement_overwrite_cumulative_active_easy::loop_only::budget600::run1,pcgds_v2_00017_requirement_overwrite_cumulative_active_easy,loop_only,600,1,deepseek,deepseek-v4-pro,False,True,False,b041f8bc4d163571d6269f5f3e34fddc9b7c1c701f026e4fa5781fe45cd5daa5,2e0b8578960dc3cfb137f67721f130450454f60fcfdda972353f84bb7bb224a8,H5_PRIVATE_RAW_LOCK
deepseek_decisive_104,_probe_ecvs_deepseek_v4pro_pcg_dynamic_state_v2_e10_h3_decisive_13task_4method_2budget_1run::pcgds_v2_00017_requirement_overwrite_cumulative_active_easy::loop_only::budget1200::run1,pcgds_v2_00017_requirement_overwrite_cumulative_active_easy,loop_only,1200,1,deepseek,deepseek-v4-pro,False,True,False,7587f01ca7e00f846c15b17459e95d97be73c02bdfe972647b1cabaef2cde72c,a33c5703f4dd89e0b9d5f66f1f57ee35682521867327a8766aa48919c155fc67,H5_PRIVATE_RAW_LOCK
deepseek_decisive_104,_probe_ecvs_deepseek_v4pro_pcg_dynamic_state_v2_e10_h3_decisive_13task_4method_2budget_1run::pcgds_v2_00017_requirement_overwrite_cumulative_active_easy::mature_ssr_loop::budget600::run1,pcgds_v2_00017_requirement_overwrite_cumulative_active_easy,mature_ssr_loop,600,1,deepseek,deepseek-v4-pro,True,True,True,a79bc519ca428398d0b4bf8b07a33cdf0e76c76852bae622fcae54c278b703b5,afc3915a37a28288939755692893710cc6d74492662cc0a89de78e34cf24a67e,H5_PRIVATE_RAW_LOCK
deepseek_decisive_104,_probe_ecvs_deepseek_v4pro_pcg_dynamic_state_v2_e10_h3_decisive_13task_4method_2budget_1run::pcgds_v2_00017_requirement_overwrite_cumulative_active_easy::mature_ssr_loop::budget1200::run1,pcgds_v2_00017_requirement_overwrite_cumulative_active_easy,mature_ssr_loop,1200,1,deepseek,deepseek-v4-pro,False,False,False,c0a6ffe8ec37262cadbd56f92d2b599afc43045d11ce4ecf6811e983b5d20eb5,95ee01264e9a9e19582546981aa7ddc7813da9b70af7461a7b1373ee24eea39b,H5_PRIVATE_RAW_LOCK
deepseek_decisive_104,_probe_ecvs_deepseek_v4pro_pcg_dynamic_state_v2_e10_h3_decisive_13task_4method_2budget_1run::pcgds_v2_00017_requirement_overwrite_cumulative_active_easy::rolling_summary::budget600::run1,pcgds_v2_00017_requirement_overwrite_cumulative_active_easy,rolling_summary,600,1,deepseek,deepseek-v4-pro,False,False,False,22c235d4e377e28d684e389398e2834464588a437bb88d66997f08f84516ff38,167b28865f30f4e840d515e114360a4302dcb683e95a57d56a79eb5998ec65e5,H5_PRIVATE_RAW_LOCK
deepseek_decisive_104,_probe_ecvs_deepseek_v4pro_pcg_dynamic_state_v2_e10_h3_decisive_13task_4method_2budget_1run::pcgds_v2_00017_requirement_overwrite_cumulative_active_easy::rolling_summary::budget1200::run1,pcgds_v2_00017_requirement_overwrite_cumulative_active_easy,rolling_summary,1200,1,deepseek,deepseek-v4-pro,False,False,False,8d0ef892e19080e72e04eb144c8e9de669bd6b164359b2939a1f3e26e5a09032,e076ecc9fa9f38ac95b8636175c57293d51191aa01e4e4a47848fea96ac1f1fb,H5_PRIVATE_RAW_LOCK
deepseek_decisive_104,_probe_ecvs_deepseek_v4pro_pcg_dynamic_state_v2_e10_h3_decisive_13task_4method_2budget_1run::pcgds_v2_00017_requirement_overwrite_cumulative_active_easy::rolling_visible_carry_forward::budget600::run1,pcgds_v2_00017_requirement_overwrite_cumulative_active_easy,rolling_visible_carry_forward,600,1,deepseek,deepseek-v4-pro,False,False,False,89c9b80a062d4e79349f6b8f4c471c33a220ea080b474a4cfcb426a4e0b5efd1,4e8960342da31af1b1213472810253f7bf69784a19583be20f6e2fabfc090bf3,H5_PRIVATE_RAW_LOCK
deepseek_decisive_104,_probe_ecvs_deepseek_v4pro_pcg_dynamic_state_v2_e10_h3_decisive_13task_4method_2budget_1run::pcgds_v2_00017_requirement_overwrite_cumulative_active_easy::rolling_visible_carry_forward::budget1200::run1,pcgds_v2_00017_requirement_overwrite_cumulative_active_easy,rolling_visible_carry_forward,1200,1,deepseek,deepseek-v4-pro,True,True,True,79ed8139fe33a27427d8bc0ab0fd831e613ce6224d199601c740fecb3591930f,5eb7bac59a06bf2dbd9f0eb8501c6cd58597f241fcf1ba145803489f1c0980f5,H5_PRIVATE_RAW_LOCK
deepseek_decisive_104,_probe_ecvs_deepseek_v4pro_pcg_dynamic_state_v2_e10_h3_decisive_13task_4method_2budget_1run::pcgds_v2_00018_requirement_overwrite_cumulative_active_easy::loop_only::budget600::run1,pcgds_v2_00018_requirement_overwrite_cumulative_active_easy,loop_only,600,1,deepseek,deepseek-v4-pro,False,True,False,cff95ba4e9bac90bf7d3ecc23e0191eed3611f8132ddde8f1ac88faabb6760b8,270914cf4db53c7f7057971141672559f4cac50086b6399d92d84e598472ae7b,H5_PRIVATE_RAW_LOCK
