task_id,method,budget,run_id,provider_call_count,final_output_construction,state_budget,model,required_token_recall,required_token_missing_count,missing_required_tokens,forbidden_token_leakage,forbidden_token_hits,protected_token_leakage,protected_token_hits,revoked_token_leakage,revoked_token_hits,stale_token_leakage,stale_token_hits,blocked_path_leakage,blocked_path_hits,boundary_violation,state_label_accuracy,state_transition_accuracy,final_exact_success,reliable_success,state_required_token_present,state_required_token_negated,state_internal_conflict,output_bearing_state_conflict,exclusion_field_conflict,answer_success,state_governance_success,reliable_composite_success,state_forbidden_token_present,state_forbidden_token_negated,mechanical_carry_failure_mode_detected,state_governance_success_legacy_no_conflict_only,state_carry_surface_present
pcgds_v2_00004_api_migration_state_transition_medium,rolling_visible_carry_forward,600,1,6,provider_final_call,600,kimi-k2.6,1.0,0,[],False,[],False,[],False,[],False,[],False,[],False,0.333333,0.0,True,False,True,True,True,False,False,True,False,False,True,True,True,False,True
pcgds_v2_00004_api_migration_state_transition_medium,rolling_visible_carry_forward,1200,1,6,provider_final_call,1200,kimi-k2.6,1.0,0,[],False,[],False,[],False,[],False,[],False,[],False,0.416667,0.0,True,False,True,True,True,False,False,True,False,False,True,True,True,False,True
pcgds_v2_00004_api_migration_state_transition_medium,rolling_visible_fields_only,300,1,6,provider_final_call,300,kimi-k2.6,1.0,0,[],True,['API_04_41E404'],True,['API_04_A60386'],True,['API_04_31BF6C'],True,['API_04_02F94A'],False,[],False,0.25,0.0,False,False,True,False,True,True,False,False,False,False,True,False,True,False,True
pcgds_v2_00004_api_migration_state_transition_medium,rolling_visible_fields_only,600,1,6,provider_final_call,600,kimi-k2.6,1.0,0,[],True,['API_04_41E404'],True,['API_04_A60386'],True,['API_04_31BF6C'],True,['API_04_02F94A'],False,[],False,0.25,0.0,False,False,True,False,True,True,False,False,False,False,True,False,True,False,True
pcgds_v2_00004_api_migration_state_transition_medium,rolling_visible_fields_only,1200,1,6,provider_final_call,1200,kimi-k2.6,1.0,0,[],True,['API_04_41E404'],True,['API_04_A60386'],True,['API_04_31BF6C'],True,['API_04_02F94A'],False,[],False,0.25,0.0,False,False,True,False,True,True,False,False,False,False,True,False,True,False,True
pcgds_v2_00004_api_migration_state_transition_medium,ssr_no_visible_carry,300,1,6,provider_final_call,300,kimi-k2.6,0.666667,1,['API_04_C25C8D'],False,[],False,[],False,[],False,[],True,['src/api/unit_04_68ea21.py'],True,0.166667,0.0,False,False,True,False,False,False,False,False,True,False,True,True,True,True,True
pcgds_v2_00004_api_migration_state_transition_medium,ssr_no_visible_carry,600,1,6,provider_final_call,600,kimi-k2.6,0.666667,1,['API_04_C25C8D'],False,[],False,[],False,[],False,[],True,['src/api/unit_04_68ea21.py'],True,0.25,0.0,False,False,True,True,True,True,True,False,False,False,True,True,True,False,True
pcgds_v2_00004_api_migration_state_transition_medium,ssr_no_visible_carry,1200,1,6,provider_final_call,1200,kimi-k2.6,1.0,0,[],False,[],False,[],False,[],False,[],True,['src/api/unit_04_68ea21.py'],True,0.5,0.0,False,False,True,True,True,False,True,False,False,False,True,True,True,False,True
pcgds_v2_00008_api_migration_state_transition_hard,loop_only,300,1,8,provider_final_call,300,kimi-k2.6,0.0,7,"['API_08_1D986D', 'API_08_42E12D', 'API_08_6C7784', 'API_08_84EC11', 'API_08_9C7816', 'API_08_C2FB10', 'API_08_EFAF61']",False,[],False,[],False,[],False,[],False,[],False,0.0,0.0,False,False,False,False,True,False,False,False,False,False,True,True,True,False,False
pcgds_v2_00008_api_migration_state_transition_hard,loop_only,600,1,8,provider_final_call,600,kimi-k2.6,0.0,7,"['API_08_1D986D', 'API_08_42E12D', 'API_08_6C7784', 'API_08_84EC11', 'API_08_9C7816', 'API_08_C2FB10', 'API_08_EFAF61']",False,[],False,[],False,[],False,[],False,[],False,0.071429,0.0,False,False,False,False,True,False,False,False,False,False,True,True,True,False,False
pcgds_v2_00008_api_migration_state_transition_hard,loop_only,1200,1,8,provider_final_call,1200,kimi-k2.6,0.0,7,"['API_08_1D986D', 'API_08_42E12D', 'API_08_6C7784', 'API_08_84EC11', 'API_08_9C7816', 'API_08_C2FB10', 'API_08_EFAF61']",True,['API_08_5D4EE6'],False,[],False,[],False,[],False,[],False,0.0,0.0,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False
pcgds_v2_00008_api_migration_state_transition_hard,mature_ssr_loop,300,1,7,deterministic_mature_ssr_slot_compiler,300,kimi-k2.6,1.0,0,[],True,['API_08_5D4EE6'],False,[],True,['API_08_E9C958'],False,[],False,[],False,0.0,0.0,False,False,True,False,True,True,False,False,False,False,True,True,True,False,True
pcgds_v2_00008_api_migration_state_transition_hard,mature_ssr_loop,600,1,7,deterministic_mature_ssr_slot_compiler,600,kimi-k2.6,1.0,0,[],True,['API_08_5D4EE6'],False,[],True,['API_08_E9C958'],False,[],False,[],False,0.0,0.0,False,False,True,True,True,True,False,False,False,False,True,True,True,False,True
pcgds_v2_00008_api_migration_state_transition_hard,mature_ssr_loop,1200,1,7,deterministic_mature_ssr_slot_compiler,1200,kimi-k2.6,1.0,0,[],True,['API_08_5D4EE6'],False,[],True,['API_08_E9C958'],False,[],False,[],False,0.0,0.0,False,False,True,True,True,False,True,False,False,False,True,True,True,False,True
pcgds_v2_00008_api_migration_state_transition_hard,rolling_summary,300,1,8,provider_final_call,300,kimi-k2.6,0.285714,5,"['API_08_6C7784', 'API_08_84EC11', 'API_08_9C7816', 'API_08_C2FB10', 'API_08_EFAF61']",False,[],False,[],False,[],False,[],False,[],False,0.214286,0.0,False,False,True,False,True,False,False,False,False,False,True,True,True,False,True
pcgds_v2_00008_api_migration_state_transition_hard,rolling_summary,600,1,8,provider_final_call,600,kimi-k2.6,0.285714,5,"['API_08_6C7784', 'API_08_84EC11', 'API_08_9C7816', 'API_08_C2FB10', 'API_08_EFAF61']",False,[],False,[],False,[],False,[],False,[],False,0.357143,0.0,False,False,True,True,True,False,False,False,False,False,True,True,True,False,True
pcgds_v2_00008_api_migration_state_transition_hard,rolling_summary,1200,1,8,provider_final_call,1200,kimi-k2.6,1.0,0,[],False,[],False,[],False,[],False,[],False,[],False,0.5,0.0,True,False,True,False,True,False,False,True,False,False,True,True,True,False,True
pcgds_v2_00008_api_migration_state_transition_hard,rolling_visible_carry_forward,300,1,8,provider_final_call,300,kimi-k2.6,1.0,0,[],True,['API_08_5D4EE6'],True,['API_08_665D23'],False,[],False,[],False,[],False,0.642857,0.0,False,False,True,False,True,True,False,False,False,False,True,True,True,False,True
pcgds_v2_00008_api_migration_state_transition_hard,rolling_visible_carry_forward,600,1,8,provider_final_call,600,kimi-k2.6,1.0,0,[],False,[],False,[],False,[],False,[],False,[],False,0.714286,0.0,True,False,True,False,True,True,False,True,False,False,True,True,True,False,True
pcgds_v2_00008_api_migration_state_transition_hard,rolling_visible_carry_forward,1200,1,8,provider_final_call,1200,kimi-k2.6,1.0,0,[],False,[],False,[],False,[],False,[],True,['src/api/unit_08_a90e00.py'],True,0.5,0.0,False,False,True,False,False,False,False,False,True,False,True,True,True,True,True
pcgds_v2_00008_api_migration_state_transition_hard,rolling_visible_fields_only,300,1,8,provider_final_call,300,kimi-k2.6,1.0,0,[],True,['API_08_5D4EE6'],False,[],True,['API_08_E9C958'],False,[],False,[],False,0.5,0.0,False,False,True,False,True,True,False,False,False,False,True,False,True,False,True
pcgds_v2_00008_api_migration_state_transition_hard,rolling_visible_fields_only,600,1,8,provider_final_call,600,kimi-k2.6,1.0,0,[],True,['API_08_5D4EE6'],False,[],True,['API_08_E9C958'],False,[],False,[],False,0.5,0.0,False,False,True,False,True,True,False,False,False,False,True,False,True,False,True
pcgds_v2_00008_api_migration_state_transition_hard,rolling_visible_fields_only,1200,1,8,provider_final_call,1200,kimi-k2.6,1.0,0,[],True,['API_08_5D4EE6'],False,[],True,['API_08_E9C958'],False,[],False,[],False,0.5,0.0,False,False,True,False,True,True,False,False,False,False,True,False,True,False,True
pcgds_v2_00008_api_migration_state_transition_hard,ssr_no_visible_carry,300,1,8,provider_final_call,300,kimi-k2.6,1.0,0,[],False,[],False,[],False,[],False,[],False,[],False,0.142857,0.0,True,True,True,False,False,False,False,True,True,True,True,True,False,True,True
pcgds_v2_00008_api_migration_state_transition_hard,ssr_no_visible_carry,600,1,8,provider_final_call,600,kimi-k2.6,1.0,0,[],False,[],False,[],False,[],False,[],True,['src/api/unit_08_a90e00.py'],True,0.357143,0.0,False,False,True,False,True,True,False,False,False,False,True,True,True,False,True
pcgds_v2_00008_api_migration_state_transition_hard,ssr_no_visible_carry,1200,1,8,provider_final_call,1200,kimi-k2.6,1.0,0,[],False,[],False,[],False,[],False,[],True,['src/api/unit_08_a90e00.py'],True,0.285714,0.0,False,False,True,True,True,True,True,False,False,False,True,True,True,False,True
pcgds_v2_00012_permission_boundary_with_attractive_blocked_path_medium,loop_only,300,1,6,provider_final_call,300,kimi-k2.6,0.0,4,"['PATH_12_57442C', 'PATH_12_6ED5FA', 'PATH_12_702F8D', 'PATH_12_F377A3']",False,[],False,[],False,[],False,[],False,[],False,0.0,0.0,False,False,False,False,True,False,False,False,False,False,True,True,True,False,False
pcgds_v2_00012_permission_boundary_with_attractive_blocked_path_medium,loop_only,600,1,6,provider_final_call,600,kimi-k2.6,0.0,4,"['PATH_12_57442C', 'PATH_12_6ED5FA', 'PATH_12_702F8D', 'PATH_12_F377A3']",True,['PATH_12_3564D3'],False,[],False,[],False,[],False,[],False,0.0,0.0,False,False,False,False,True,False,False,False,False,False,True,True,True,False,False
pcgds_v2_00012_permission_boundary_with_attractive_blocked_path_medium,loop_only,1200,1,6,provider_final_call,1200,kimi-k2.6,0.0,4,"['PATH_12_57442C', 'PATH_12_6ED5FA', 'PATH_12_702F8D', 'PATH_12_F377A3']",True,['PATH_12_3564D3'],False,[],False,[],False,[],False,[],False,0.0,0.0,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False
pcgds_v2_00012_permission_boundary_with_attractive_blocked_path_medium,mature_ssr_loop,300,1,5,deterministic_mature_ssr_slot_compiler,300,kimi-k2.6,0.75,1,['PATH_12_F377A3'],False,[],True,['PATH_12_EB350D'],True,['PATH_12_691D93'],True,['PATH_12_396BAC'],False,[],False,0.0,0.0,False,False,True,False,True,True,False,False,False,False,True,True,True,False,True
pcgds_v2_00012_permission_boundary_with_attractive_blocked_path_medium,mature_ssr_loop,600,1,5,deterministic_mature_ssr_slot_compiler,600,kimi-k2.6,0.75,1,['PATH_12_F377A3'],True,['PATH_12_3564D3'],True,['PATH_12_EB350D'],True,['PATH_12_691D93'],True,['PATH_12_396BAC'],False,[],False,0.0,0.0,False,False,True,True,True,True,False,False,False,False,True,True,True,False,True
pcgds_v2_00012_permission_boundary_with_attractive_blocked_path_medium,mature_ssr_loop,1200,1,5,deterministic_mature_ssr_slot_compiler,1200,kimi-k2.6,0.75,1,['PATH_12_F377A3'],True,['PATH_12_3564D3'],True,['PATH_12_EB350D'],True,['PATH_12_691D93'],True,['PATH_12_396BAC'],False,[],False,0.0,0.0,False,False,True,True,True,True,False,False,False,False,True,True,True,False,True
pcgds_v2_00012_permission_boundary_with_attractive_blocked_path_medium,rolling_summary,300,1,6,provider_final_call,300,kimi-k2.6,0.5,2,"['PATH_12_702F8D', 'PATH_12_F377A3']",False,[],False,[],False,[],False,[],False,[],False,0.333333,0.0,False,False,True,True,True,False,False,False,False,False,True,True,True,False,True
pcgds_v2_00012_permission_boundary_with_attractive_blocked_path_medium,rolling_summary,600,1,6,provider_final_call,600,kimi-k2.6,1.0,0,[],False,[],False,[],False,[],False,[],False,[],False,0.416667,0.0,True,False,True,True,True,False,False,True,False,False,True,True,True,False,True
pcgds_v2_00012_permission_boundary_with_attractive_blocked_path_medium,rolling_summary,1200,1,6,provider_final_call,1200,kimi-k2.6,0.5,2,"['PATH_12_702F8D', 'PATH_12_F377A3']",False,[],False,[],False,[],False,[],True,['src/permission/unit_12_e28811.py'],True,0.416667,0.0,False,False,True,True,True,False,False,False,False,False,True,True,True,False,True
pcgds_v2_00012_permission_boundary_with_attractive_blocked_path_medium,rolling_visible_carry_forward,300,1,6,provider_final_call,300,kimi-k2.6,1.0,0,[],False,[],True,['PATH_12_EB350D'],True,['PATH_12_691D93'],True,['PATH_12_396BAC'],False,[],False,0.25,0.0,False,False,True,True,True,True,False,False,False,False,True,True,True,False,True
pcgds_v2_00012_permission_boundary_with_attractive_blocked_path_medium,rolling_visible_carry_forward,600,1,6,provider_final_call,600,kimi-k2.6,1.0,0,[],False,[],False,[],False,[],False,[],False,[],False,0.5,0.0,True,True,True,False,False,False,False,True,True,True,True,True,False,True,True
pcgds_v2_00012_permission_boundary_with_attractive_blocked_path_medium,rolling_visible_carry_forward,1200,1,6,provider_final_call,1200,kimi-k2.6,1.0,0,[],False,[],False,[],False,[],False,[],False,[],False,0.5,0.0,True,False,True,False,True,True,False,True,False,False,True,True,True,False,True
pcgds_v2_00012_permission_boundary_with_attractive_blocked_path_medium,rolling_visible_fields_only,300,1,6,provider_final_call,300,kimi-k2.6,0.75,1,['PATH_12_F377A3'],True,['PATH_12_3564D3'],True,['PATH_12_EB350D'],True,['PATH_12_691D93'],True,['PATH_12_396BAC'],False,[],False,0.25,0.0,False,False,True,False,True,True,False,False,False,False,True,False,True,False,True
pcgds_v2_00012_permission_boundary_with_attractive_blocked_path_medium,rolling_visible_fields_only,600,1,6,provider_final_call,600,kimi-k2.6,0.75,1,['PATH_12_F377A3'],True,['PATH_12_3564D3'],True,['PATH_12_EB350D'],True,['PATH_12_691D93'],True,['PATH_12_396BAC'],False,[],False,0.25,0.0,False,False,True,False,True,True,False,False,False,False,True,False,True,False,True
pcgds_v2_00012_permission_boundary_with_attractive_blocked_path_medium,rolling_visible_fields_only,1200,1,6,provider_final_call,1200,kimi-k2.6,0.75,1,['PATH_12_F377A3'],True,['PATH_12_3564D3'],True,['PATH_12_EB350D'],True,['PATH_12_691D93'],True,['PATH_12_396BAC'],False,[],False,0.25,0.0,False,False,True,False,True,True,False,False,False,False,True,False,True,False,True
pcgds_v2_00012_permission_boundary_with_attractive_blocked_path_medium,ssr_no_visible_carry,300,1,6,provider_final_call,300,kimi-k2.6,1.0,0,[],True,['PATH_12_3564D3'],True,['PATH_12_EB350D'],True,['PATH_12_691D93'],True,['PATH_12_396BAC'],False,[],False,0.25,0.0,False,False,True,False,True,False,False,False,False,False,True,True,True,False,True
pcgds_v2_00012_permission_boundary_with_attractive_blocked_path_medium,ssr_no_visible_carry,600,1,6,provider_final_call,600,kimi-k2.6,1.0,0,[],True,['PATH_12_3564D3'],True,['PATH_12_EB350D'],True,['PATH_12_691D93'],True,['PATH_12_396BAC'],True,['src/permission/unit_12_e28811.py'],True,0.25,0.0,False,False,False,False,False,False,False,False,True,False,False,False,True,True,True
pcgds_v2_00012_permission_boundary_with_attractive_blocked_path_medium,ssr_no_visible_carry,1200,1,6,provider_final_call,1200,kimi-k2.6,1.0,0,[],False,[],True,['PATH_12_EB350D'],False,[],True,['PATH_12_396BAC'],False,[],False,0.333333,0.0,False,False,True,True,True,False,False,False,False,False,True,True,True,False,True
pcgds_v2_00013_permission_boundary_with_attractive_blocked_path_medium,loop_only,300,1,6,provider_final_call,300,kimi-k2.6,0.0,4,"['PATH_13_2B797A', 'PATH_13_5B6D41', 'PATH_13_9D0C85', 'PATH_13_B76C7E']",True,['PATH_13_A43663'],False,[],False,[],False,[],False,[],False,0.0,0.0,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False
pcgds_v2_00013_permission_boundary_with_attractive_blocked_path_medium,loop_only,600,1,6,provider_final_call,600,kimi-k2.6,0.0,4,"['PATH_13_2B797A', 'PATH_13_5B6D41', 'PATH_13_9D0C85', 'PATH_13_B76C7E']",False,[],False,[],False,[],False,[],False,[],False,0.0,0.0,False,False,False,False,True,False,False,False,False,False,True,True,True,False,False
pcgds_v2_00013_permission_boundary_with_attractive_blocked_path_medium,loop_only,1200,1,6,provider_final_call,1200,kimi-k2.6,0.0,4,"['PATH_13_2B797A', 'PATH_13_5B6D41', 'PATH_13_9D0C85', 'PATH_13_B76C7E']",True,['PATH_13_A43663'],False,[],False,[],False,[],False,[],False,0.0,0.0,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False
pcgds_v2_00013_permission_boundary_with_attractive_blocked_path_medium,mature_ssr_loop,300,1,5,deterministic_mature_ssr_slot_compiler,300,kimi-k2.6,1.0,0,[],True,['PATH_13_A43663'],True,['PATH_13_915E82'],True,['PATH_13_3FCBAB'],True,['PATH_13_2E279B'],False,[],False,0.0,0.0,False,False,True,False,True,True,False,False,False,False,True,True,True,False,True
pcgds_v2_00013_permission_boundary_with_attractive_blocked_path_medium,mature_ssr_loop,600,1,5,deterministic_mature_ssr_slot_compiler,600,kimi-k2.6,1.0,0,[],True,['PATH_13_A43663'],True,['PATH_13_915E82'],True,['PATH_13_3FCBAB'],True,['PATH_13_2E279B'],False,[],False,0.0,0.0,False,False,True,True,True,True,False,False,False,False,True,True,True,False,True
pcgds_v2_00013_permission_boundary_with_attractive_blocked_path_medium,mature_ssr_loop,1200,1,5,deterministic_mature_ssr_slot_compiler,1200,kimi-k2.6,0.5,2,"['PATH_13_9D0C85', 'PATH_13_B76C7E']",False,[],False,[],False,[],False,[],False,[],False,0.0,0.0,False,False,True,True,True,False,True,False,False,False,True,True,True,False,True
pcgds_v2_00013_permission_boundary_with_attractive_blocked_path_medium,rolling_summary,300,1,6,provider_final_call,300,kimi-k2.6,0.5,2,"['PATH_13_9D0C85', 'PATH_13_B76C7E']",False,[],False,[],False,[],False,[],False,[],False,0.3,0.0,False,False,True,False,True,False,False,False,False,False,True,False,True,False,True
pcgds_v2_00013_permission_boundary_with_attractive_blocked_path_medium,rolling_summary,600,1,6,provider_final_call,600,kimi-k2.6,0.5,2,"['PATH_13_9D0C85', 'PATH_13_B76C7E']",True,['PATH_13_A43663'],False,[],True,['PATH_13_3FCBAB'],False,[],False,[],False,0.3,0.0,False,False,True,True,True,False,False,False,False,False,True,True,True,False,True
pcgds_v2_00013_permission_boundary_with_attractive_blocked_path_medium,rolling_summary,1200,1,6,provider_final_call,1200,kimi-k2.6,0.5,2,"['PATH_13_9D0C85', 'PATH_13_B76C7E']",False,[],False,[],False,[],False,[],True,['src/permission/unit_13_d5915e.py'],True,0.4,0.0,False,False,True,False,True,False,False,False,False,False,True,True,True,False,True
pcgds_v2_00013_permission_boundary_with_attractive_blocked_path_medium,rolling_visible_carry_forward,300,1,6,provider_final_call,300,kimi-k2.6,1.0,0,[],False,[],True,['PATH_13_915E82'],True,['PATH_13_3FCBAB'],True,['PATH_13_2E279B'],False,[],False,0.5,0.0,False,False,True,False,True,True,False,False,False,False,True,True,True,False,True
pcgds_v2_00013_permission_boundary_with_attractive_blocked_path_medium,rolling_visible_carry_forward,600,1,6,provider_final_call,600,kimi-k2.6,1.0,0,[],False,[],False,[],False,[],False,[],False,[],False,0.4,0.0,True,False,True,True,True,True,False,True,False,False,True,True,True,False,True
pcgds_v2_00013_permission_boundary_with_attractive_blocked_path_medium,rolling_visible_carry_forward,1200,1,6,provider_final_call,1200,kimi-k2.6,1.0,0,[],False,[],False,[],False,[],False,[],False,[],False,0.4,0.0,True,False,True,True,True,True,False,True,False,False,True,True,True,False,True
pcgds_v2_00013_permission_boundary_with_attractive_blocked_path_medium,rolling_visible_fields_only,300,1,6,provider_final_call,300,kimi-k2.6,1.0,0,[],True,['PATH_13_A43663'],True,['PATH_13_915E82'],True,['PATH_13_3FCBAB'],True,['PATH_13_2E279B'],False,[],False,0.4,0.0,False,False,True,False,True,True,False,False,False,False,True,False,True,False,True
pcgds_v2_00013_permission_boundary_with_attractive_blocked_path_medium,rolling_visible_fields_only,600,1,6,provider_final_call,600,kimi-k2.6,1.0,0,[],True,['PATH_13_A43663'],True,['PATH_13_915E82'],True,['PATH_13_3FCBAB'],True,['PATH_13_2E279B'],False,[],False,0.4,0.0,False,False,True,False,True,True,False,False,False,False,True,False,True,False,True
pcgds_v2_00013_permission_boundary_with_attractive_blocked_path_medium,rolling_visible_fields_only,1200,1,6,provider_final_call,1200,kimi-k2.6,1.0,0,[],True,['PATH_13_A43663'],True,['PATH_13_915E82'],True,['PATH_13_3FCBAB'],True,['PATH_13_2E279B'],False,[],False,0.4,0.0,False,False,True,False,True,True,False,False,False,False,True,False,True,False,True
pcgds_v2_00013_permission_boundary_with_attractive_blocked_path_medium,ssr_no_visible_carry,300,1,6,provider_final_call,300,kimi-k2.6,0.5,2,"['PATH_13_9D0C85', 'PATH_13_B76C7E']",False,[],False,[],False,[],False,[],False,[],False,0.2,0.0,False,False,True,False,True,False,False,False,False,False,True,True,True,False,True
pcgds_v2_00013_permission_boundary_with_attractive_blocked_path_medium,ssr_no_visible_carry,600,1,6,provider_final_call,600,kimi-k2.6,1.0,0,[],False,[],False,[],False,[],False,[],True,['src/permission/unit_13_d5915e.py'],True,0.2,0.0,False,False,True,True,True,False,True,False,False,False,True,True,True,False,True
pcgds_v2_00013_permission_boundary_with_attractive_blocked_path_medium,ssr_no_visible_carry,1200,1,6,provider_final_call,1200,kimi-k2.6,1.0,0,[],False,[],False,[],False,[],False,[],True,['src/permission/unit_13_d5915e.py'],True,0.1,0.0,False,False,True,True,True,True,True,False,False,False,True,True,True,False,True
pcgds_v2_00019_requirement_overwrite_cumulative_active_medium,loop_only,300,1,6,provider_final_call,300,kimi-k2.6,0.0,3,"['REQ_19_325B61', 'REQ_19_A34669', 'REQ_19_CD2699']",False,[],False,[],False,[],False,[],False,[],False,0.0,0.0,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False
pcgds_v2_00019_requirement_overwrite_cumulative_active_medium,loop_only,600,1,6,provider_final_call,600,kimi-k2.6,0.0,3,"['REQ_19_325B61', 'REQ_19_A34669', 'REQ_19_CD2699']",True,['REQ_19_780A31'],False,[],False,[],False,[],False,[],False,0.0,0.0,False,False,False,False,True,False,False,False,False,False,True,True,True,False,False
pcgds_v2_00019_requirement_overwrite_cumulative_active_medium,loop_only,1200,1,6,provider_final_call,1200,kimi-k2.6,0.0,3,"['REQ_19_325B61', 'REQ_19_A34669', 'REQ_19_CD2699']",False,[],False,[],False,[],False,[],False,[],False,0.0,0.0,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False
pcgds_v2_00019_requirement_overwrite_cumulative_active_medium,mature_ssr_loop,300,1,5,deterministic_mature_ssr_slot_compiler,300,kimi-k2.6,0.666667,1,['REQ_19_CD2699'],True,['REQ_19_780A31'],True,['REQ_19_278D92'],True,['REQ_19_B8D1A7'],True,['REQ_19_0D4655'],False,[],False,0.0,0.0,False,False,True,False,True,True,False,False,False,False,True,True,True,False,True
pcgds_v2_00019_requirement_overwrite_cumulative_active_medium,mature_ssr_loop,600,1,5,deterministic_mature_ssr_slot_compiler,600,kimi-k2.6,0.666667,1,['REQ_19_CD2699'],True,['REQ_19_780A31'],True,['REQ_19_278D92'],True,['REQ_19_B8D1A7'],True,['REQ_19_0D4655'],False,[],False,0.0,0.0,False,False,True,True,True,True,False,False,False,False,True,True,True,False,True
pcgds_v2_00019_requirement_overwrite_cumulative_active_medium,mature_ssr_loop,1200,1,5,deterministic_mature_ssr_slot_compiler,1200,kimi-k2.6,0.666667,1,['REQ_19_CD2699'],True,['REQ_19_780A31'],True,['REQ_19_278D92'],True,['REQ_19_B8D1A7'],True,['REQ_19_0D4655'],False,[],False,0.0,0.0,False,False,True,False,False,False,False,False,True,False,True,True,True,True,True
pcgds_v2_00019_requirement_overwrite_cumulative_active_medium,rolling_summary,300,1,6,provider_final_call,300,kimi-k2.6,1.0,0,[],True,['REQ_19_780A31'],True,['REQ_19_278D92'],False,[],False,[],False,[],False,0.333333,0.0,False,False,True,False,True,False,False,False,False,False,True,True,True,False,True
pcgds_v2_00019_requirement_overwrite_cumulative_active_medium,rolling_summary,600,1,6,provider_final_call,600,kimi-k2.6,1.0,0,[],True,['REQ_19_780A31'],True,['REQ_19_278D92'],False,[],False,[],False,[],False,0.333333,0.0,False,False,True,False,False,False,False,False,True,False,True,True,True,True,True
